codigo_cliente,id_cliente,fecha_saldo,importe_operativa,moneda,tipo_operacion,max_saldo,fecha_mas_reciente,saldo_final,nombre,apellido1,apellido2,direccion,fecha_nacimiento,dni,nombre_completo,menor_30
67421117B,436,2025-04-17,-5544.97,USD,Transferencia,9113.07,2025-04-17,21243.69,,,,,,,"",NO
91143064N,315,2024-10-05,9686.58,GBP,Bizum,9686.58,2024-10-05,30858.85,,,,,,,"",NO
90228959U,207,2025-12-20,9488.84,EUR,Tarjeta,9673.85,2025-12-20,117553.86,,,,,,,"",NO
31264413Q,380,2025-11-16,5163.86,GBP,Retirada Efectivo,7955.56,2025-11-16,125770.68,,,,,,,"",NO
71055960K,38,2024-03-14,6362.55,EUR,Transferencia,9623.35,2024-03-14,69970.8,,,,,,,"",NO
75986142Y,209,2023-06-16,406.99,GBP,Retirada Efectivo,9279.74,2023-06-16,49409.5,,,,,,,"",NO
37339115A,229,2022-11-13,-4685.03,EUR,Bizum,9926.58,2022-11-13,71655.65,Teresa,Campos,León,Calle del Este 9,1991-09-09,77889900Q,Teresa Campos León,NO
15492743T,419,2022-12-22,3197.68,MXN,Bizum,9208.74,2022-12-22,61630.12,,,,,,,"",NO
48751165V,102,2023-08-04,-3296.94,GBP,Transferencia,9889.29,2023-08-04,66147.31,,,,,,,"",NO
65608106F,135,2025-04-07,2977.25,MXN,Bizum,9985.7,2025-04-07,-1880.98,,,,,,,"",NO
65075772F,33,2024-08-26,2825.4,MXN,Tarjeta,9677.9,2024-08-26,17603.59,,,,,,,"",NO
13064923M,417,2022-08-02,-4355.77,EUR,Bizum,9326.76,2022-08-02,39168.43,,,,,,,"",NO
35529251E,460,2025-02-25,7073.65,GBP,Tarjeta,9769.47,2025-02-25,18460.27,,,,,,,"",NO
64967407A,49,2025-01-13,9485.02,MXN,Transferencia,9829.15,2025-01-13,38251.38,,,,,,,"",NO
64940056Z,186,2023-05-18,-1372.9,GBP,Bizum,9688.22,2023-05-18,67121.81,,,,,,,"",NO
78061456H,52,2025-07-09,-1793.57,EUR,Transferencia,9419.18,2025-07-09,39312.77,,,,,,,"",NO
84852647M,489,2023-01-27,4105.51,GBP,Tarjeta,9102.63,2023-01-27,91035.01,,,,,,,"",NO
83919232P,37,2024-02-16,4770.53,MXN,Retirada Efectivo,9854.34,2024-02-16,18004.41,,,,,,,"",NO
45738625S,479,2025-02-04,3340.51,USD,Transferencia,9846.78,2025-02-04,16891.74,,,,,,,"",NO
83602807A,267,2024-06-08,5486.23,GBP,Retirada Efectivo,9213.93,2024-06-08,43074.24,,,,,,,"",NO
28388486Q,326,2023-11-15,8280.29,GBP,Bizum,8280.29,2023-11-15,71532.1,,,,,,,"",NO
34569401G,338,2022-05-10,1946.24,USD,Retirada Efectivo,8488.61,2022-05-10,10152.06,,,,,,,"",NO
69195001F,468,2023-07-01,-9110.74,EUR,Transferencia,8634.6,2023-07-01,10592.73,,,,,,,"",NO
80821009V,180,2024-10-25,3627.55,MXN,Bizum,9807.23,2024-10-25,29964.16,,,,,,,"",NO
46950921R,317,2022-09-13,3859.14,EUR,Retirada Efectivo,8945.75,2022-09-13,56012.08,,,,,,,"",NO
13501499Y,321,2022-03-28,-9355.52,EUR,Bizum,9498.86,2022-03-28,-38273.22,,,,,,,"",NO
68551904Y,262,2024-01-23,3154.44,MXN,Retirada Efectivo,9863.55,2024-01-23,47801.96,,,,,,,"",NO
43478196F,195,2023-09-28,6942.28,GBP,Bizum,9850.98,2023-09-28,49545.18,,,,,,,"",NO
68904946T,283,2025-04-12,2380.63,GBP,Retirada Efectivo,9975.84,2025-04-12,37150.79,,,,,,,"",NO
64637198O,220,2024-09-26,-1269.62,USD,Bizum,9626.41,2024-09-26,25223.39,,,,,,,"",NO
55015641W,279,2025-04-22,9782.45,MXN,Bizum,9783.81,2025-04-22,97215.33,,,,,,,"",NO
83919232P,450,2023-04-05,9578.64,USD,Retirada Efectivo,9578.64,2023-04-05,18004.41,,,,,,,"",NO
94675177L,296,2023-05-14,9456.49,EUR,Transferencia,9456.49,2023-05-14,77858.62,,,,,,,"",NO
41538633X,50,2022-08-13,3831.06,MXN,Tarjeta,9591.43,2022-08-13,32883.85,,,,,,,"",NO
75048740P,220,2024-12-06,6371.8,USD,Transferencia,9626.41,2024-12-06,33881.78,,,,,,,"",NO
13501499Y,257,2025-07-24,5723.96,USD,Retirada Efectivo,9655.23,2025-07-24,-38273.22,,,,,,,"",NO
23681690N,421,2024-05-25,561.45,USD,Bizum,9882.89,2024-05-25,69849.21,,,,,,,"",NO
98378011P,136,2024-03-06,6914.72,MXN,Bizum,8258.51,2024-03-06,55511.63,Alicia,Garrido,Santos,Calle del Norte 3,1989-06-06,18192021A,Alicia Garrido Santos,NO
37477546U,420,2022-09-24,2864.16,JPY,Tarjeta,8201.08,2022-09-24,-4279.17,,,,,,,"",NO
61834894Z,246,2025-07-29,119.78,EUR,Retirada Efectivo,9644.45,2025-07-29,67205.22,,,,,,,"",NO
88890489J,93,2024-12-11,3724.67,JPY,Tarjeta,9819.28,2024-12-11,81105.77,,,,,,,"",NO
46538147J,153,2025-07-04,-7920.57,USD,Transferencia,9821.22,2025-07-04,65538.66,,,,,,,"",NO
37108478D,216,2023-10-08,-5500.91,EUR,Transferencia,9921.77,2023-10-08,43301.97,Marcos,Ortega,Delgado,Av. del Río 2,1985-10-10,17181920Z,Marcos Ortega Delgado,NO
15915771I,190,2025-12-18,3555.29,USD,Transferencia,9097.85,2025-12-18,80968.27,,,,,,,"",NO
11194048D,405,2025-11-19,-7510.78,EUR,Transferencia,9796.69,2025-11-19,3253.81,,,,,,,"",NO
11345140X,500,2023-03-09,7327.45,MXN,Transferencia,9038.22,2023-03-09,97046.77,,,,,,,"",NO
63817489A,274,2025-05-24,2986.36,GBP,Tarjeta,9534.18,2025-12-09,44451.17,,,,,,,"",NO
40982301Z,180,2025-05-06,8094.86,JPY,Tarjeta,9807.23,2025-05-06,11089.6,,,,,,,"",NO
13064923M,115,2023-02-18,9015.78,EUR,Retirada Efectivo,9015.78,2023-02-18,39168.43,,,,,,,"",NO
35994353A,185,2022-05-01,2293.35,MXN,Retirada Efectivo,9666.62,2022-05-01,38616.92,,,,,,,"",NO
96043651D,88,2022-01-23,302.31,MXN,Retirada Efectivo,9981.11,2022-01-23,13089.02,,,,,,,"",NO
77401638B,234,2024-03-04,306.28,JPY,Tarjeta,9819.56,2024-03-04,59935.28,,,,,,,"",NO
20301602F,431,2024-09-19,-6827.91,GBP,Bizum,9230.58,2024-09-19,85243.45,Natalia,Ramírez,García,Calle Sur 14,2007-12-11,11223344K,Natalia Ramírez García,SI
75669740P,228,2025-01-25,784.27,MXN,Transferencia,9736.01,2025-01-25,47980.11,,,,,,,"",NO
91995142Z,471,2024-01-28,-5955.21,USD,Transferencia,9332.13,2024-01-28,68799.33,,,,,,,"",NO
89050198I,282,2025-04-02,5791.78,JPY,Retirada Efectivo,9794.34,2025-04-02,97077.73,,,,,,,"",NO
35965272I,221,2025-02-23,7891.91,GBP,Tarjeta,9760.17,2025-02-23,47297.28,,,,,,,"",NO
52874324C,254,2023-04-21,5583.79,GBP,Tarjeta,9816.07,2023-04-21,22837.96,,,,,,,"",NO
88180700N,457,2024-04-20,-6294.81,EUR,Transferencia,8601.27,2024-04-20,42527.61,,,,,,,"",NO
18194135Z,436,2025-08-25,2775.94,EUR,Retirada Efectivo,9113.07,2025-08-25,83136.02,,,,,,,"",NO
28388486Q,483,2023-04-09,9359.98,EUR,Tarjeta,9614.8,2023-04-09,71532.1,,,,,,,"",NO
17962096P,189,2024-11-16,1495.14,MXN,Retirada Efectivo,9276.16,2024-11-16,92572.44,Elena,Martín,Delgado,Calle Sol 7,1992-06-14,56789012E,Elena Martín Delgado,NO
94675177L,430,2024-10-02,3084.94,EUR,Retirada Efectivo,9921.27,2024-10-02,77858.62,,,,,,,"",NO
97664772K,47,2023-10-20,-3407.24,EUR,Bizum,8706.96,2025-05-22,57400.76,,,,,,,"",NO
23681690N,149,2022-09-30,8283.31,MXN,Transferencia,9668.09,2022-09-30,69849.21,,,,,,,"",NO
81950959T,354,2023-06-06,6213.1,MXN,Transferencia,8057.85,2023-06-06,47110.13,,,,,,,"",NO
46614032W,344,2025-06-08,6193.59,JPY,Retirada Efectivo,9695.99,2025-06-08,45079.13,,,,,,,"",NO
93750792B,416,2024-11-16,2890.99,USD,Bizum,9966.43,2024-11-16,51750.43,,,,,,,"",NO
20645306X,137,2022-10-22,2597.36,JPY,Transferencia,9759.88,2022-10-22,4046.54,,,,,,,"",NO
50721381L,74,2023-11-27,8745.27,GBP,Retirada Efectivo,9988.53,2023-11-27,54535.66,,,,,,,"",NO
50585418A,79,2023-03-19,1941.44,USD,Tarjeta,9552.27,2023-03-19,86108.11,,,,,,,"",NO
19862675A,97,2023-10-28,8781.69,USD,Retirada Efectivo,9724.03,2023-10-28,3463.03,,,,,,,"",NO
85548120N,120,2023-09-15,1645.2,EUR,Retirada Efectivo,9479.58,2023-09-15,27180.26,,,,,,,"",NO
10369978P,200,2024-10-15,-5097.91,MXN,Transferencia,9859.67,2024-10-15,47882.81,Javier,Moreno,Castro,Av. Andalucía 3,2005-09-30,67890123F,Javier Moreno Castro,SI
12626328N,121,2023-05-09,-5241.87,JPY,Bizum,9252.89,2023-05-09,64110.65,Ignacio,Molina,Vargas,Av. del Sur 5,1983-04-04,88990011R,Ignacio Molina Vargas,NO
85418622A,414,2022-01-03,4799.69,JPY,Bizum,9838.09,2022-01-03,78620.53,,,,,,,"",NO
28638776H,49,2023-08-20,3298.36,EUR,Tarjeta,9829.15,2023-08-20,78634.3,,,,,,,"",NO
47719214Q,193,2024-07-21,2519.42,GBP,Retirada Efectivo,9193.76,2024-07-21,64330.62,,,,,,,"",NO
15915771I,66,2025-04-14,9974.75,EUR,Transferencia,9974.75,2025-04-14,80968.27,,,,,,,"",NO
51966750P,369,2025-11-08,314.29,JPY,Retirada Efectivo,9587.0,2025-11-08,27876.24,,,,,,,"",NO
57594673F,243,2022-10-02,4555.07,GBP,Tarjeta,9863.29,2022-10-02,9615.64,,,,,,,"",NO
69520769T,136,2023-03-26,929.57,GBP,Retirada Efectivo,8258.51,2023-03-26,117941.87,,,,,,,"",NO
88514507V,379,2024-07-10,1776.62,EUR,Bizum,9464.39,2024-07-10,60156.94,,,,,,,"",NO
79856775V,2,2023-05-20,2740.92,JPY,Bizum,7194.98,2023-05-20,8398.45,,,,,,,"",NO
96244738D,221,2025-12-07,-7039.54,JPY,Transferencia,9760.17,2025-12-07,78462.41,,,,,,,"",NO
95546117G,183,2024-03-24,-2906.72,MXN,Transferencia,8945.44,2024-03-24,35375.9,,,,,,,"",NO
33600288R,478,2023-08-05,9392.11,GBP,Tarjeta,9425.71,2023-08-05,91711.27,,,,,,,"",NO
59413448Q,341,2023-07-29,926.94,GBP,Tarjeta,9908.68,2023-07-29,80437.42,,,,,,,"",NO
65743702V,278,2024-09-19,8173.6,EUR,Transferencia,9444.33,2024-09-19,36405.66,,,,,,,"",NO
46950921R,94,2022-03-21,3434.98,JPY,Retirada Efectivo,8981.01,2022-03-21,56012.08,,,,,,,"",NO
88779555I,357,2023-11-01,710.64,EUR,Tarjeta,9759.89,2023-11-01,40704.17,,,,,,,"",NO
99376477E,154,2024-06-13,2147.84,MXN,Transferencia,9939.53,2024-06-13,70452.78,,,,,,,"",NO
93616609W,114,2022-01-19,7945.87,MXN,Transferencia,9477.42,2022-01-19,48246.52,,,,,,,"",NO
45168663L,36,2024-12-28,7269.13,MXN,Transferencia,9074.59,2024-12-28,80831.75,,,,,,,"",NO
61605151Q,171,2022-05-20,5956.3,USD,Transferencia,8548.83,2022-05-20,69001.99,,,,,,,"",NO
37339115A,496,2025-02-07,9452.5,EUR,Bizum,9923.74,2025-02-07,71655.65,Teresa,Campos,León,Calle del Este 9,1991-09-09,77889900Q,Teresa Campos León,NO
24674746V,379,2022-12-10,6595.6,EUR,Retirada Efectivo,9464.39,2022-12-10,50697.86,,,,,,,"",NO
65075772F,165,2024-08-03,-9870.92,MXN,Bizum,9450.06,2024-08-03,17603.59,,,,,,,"",NO
23681690N,267,2024-05-11,1555.66,JPY,Retirada Efectivo,9213.93,2024-05-11,69849.21,,,,,,,"",NO
46984919M,148,2023-01-20,2038.61,EUR,Transferencia,9879.82,2023-01-20,33455.05,,,,,,,"",NO
65932825L,194,2023-11-20,2562.27,USD,Retirada Efectivo,9960.18,2023-11-20,27829.68,,,,,,,"",NO
85301757E,368,2023-08-01,5189.74,JPY,Retirada Efectivo,9950.41,2023-08-01,36057.77,,,,,,,"",NO
54925263M,346,2022-03-29,-161.02,GBP,Bizum,9048.63,2022-03-29,41626.89,,,,,,,"",NO
83130518C,119,2022-12-01,245.14,JPY,Transferencia,8755.29,2022-12-01,51406.52,,,,,,,"",NO
74344108K,178,2024-10-11,-2075.34,EUR,Transferencia,9853.37,2024-10-11,70336.93,,,,,,,"",NO
68876826V,98,2025-05-02,-8810.43,EUR,Bizum,9881.01,2025-05-02,59889.99,,,,,,,"",NO
81953241J,413,2022-11-02,3506.37,EUR,Tarjeta,9873.92,2022-11-02,43256.81,,,,,,,"",NO
41255335J,261,2024-05-31,6873.24,USD,Retirada Efectivo,8635.68,2024-05-31,35997.58,,,,,,,"",NO
88779555I,34,2023-12-12,-7927.49,MXN,Transferencia,9328.56,2023-12-12,40704.17,,,,,,,"",NO
46984919M,235,2024-06-25,-9345.24,JPY,Transferencia,9613.78,2024-06-25,33455.05,,,,,,,"",NO
44087819O,33,2025-04-30,-9486.47,EUR,Transferencia,9677.9,2025-04-30,44396.39,,,,,,,"",NO
43518692D,68,2022-03-01,5753.64,USD,Bizum,9949.92,2022-03-01,36836.29,,,,,,,"",NO
18760770L,167,2022-09-02,3103.19,USD,Transferencia,9592.84,2022-09-02,39325.18,,,,,,,"",NO
34569401G,349,2022-11-08,-2607.72,JPY,Transferencia,9155.02,2022-11-08,10152.06,,,,,,,"",NO
49662850J,382,2025-08-28,5508.63,USD,Bizum,9781.22,2025-08-28,73642.64,,,,,,,"",NO
75857720H,224,2024-01-30,1304.49,JPY,Retirada Efectivo,8830.26,2024-01-30,76114.6,,,,,,,"",NO
36462503D,308,2022-01-28,-639.35,EUR,Bizum,9912.22,2022-01-28,19480.2,,,,,,,"",NO
52269811Z,346,2024-02-20,4787.74,JPY,Tarjeta,9048.63,2024-02-20,67625.77,,,,,,,"",NO
55015641W,90,2023-09-10,3905.25,JPY,Transferencia,9621.13,2023-09-10,97215.33,,,,,,,"",NO
45641315L,53,2025-08-21,7323.23,GBP,Retirada Efectivo,9292.06,2025-08-21,64383.77,,,,,,,"",NO
61489700C,259,2024-12-15,5097.51,USD,Retirada Efectivo,9735.04,2024-12-15,62544.81,,,,,,,"",NO
84829251A,46,2022-12-13,4641.52,GBP,Tarjeta,9369.64,2022-12-13,79583.37,,,,,,,"",NO
88420102P,256,2022-10-18,9709.18,JPY,Tarjeta,9709.18,2022-10-18,25664.88,,,,,,,"",NO
60650276D,46,2023-07-18,-4599.62,USD,Bizum,9369.64,2023-07-18,51267.32,,,,,,,"",NO
47068877W,455,2024-07-22,8463.28,EUR,Retirada Efectivo,9210.36,2024-07-22,54345.29,,,,,,,"",NO
96043651D,226,2024-04-12,-636.72,GBP,Transferencia,8666.59,2024-04-12,13089.02,,,,,,,"",NO
53641418E,156,2025-09-19,6202.8,MXN,Retirada Efectivo,6202.8,2025-09-19,7167.99,,,,,,,"",NO
11625417Y,362,2023-07-05,1745.47,JPY,Tarjeta,9924.07,2023-07-05,66563.54,,,,,,,"",NO
88976515X,440,2022-03-20,-8927.24,MXN,Transferencia,9225.35,2022-03-20,36342.2,Daniel,Ruiz,Fernández,Av. del Mar 22,2004-07-19,23456789B,Daniel Ruiz Fernández,SI
19447051Q,42,2023-02-12,7604.21,MXN,Retirada Efectivo,9848.06,2023-02-12,60839.41,,,,,,,"",NO
52023477W,476,2025-10-01,-3358.11,MXN,Transferencia,9237.6,2025-10-01,29373.47,,,,,,,"",NO
28388486Q,220,2022-02-23,1414.66,MXN,Tarjeta,9626.41,2022-02-23,71532.1,,,,,,,"",NO
97664772K,341,2022-02-19,3151.22,MXN,Bizum,9908.68,2022-02-19,57400.76,,,,,,,"",NO
54188585W,238,2023-11-07,252.15,USD,Retirada Efectivo,9770.32,2023-11-07,83400.79,,,,,,,"",NO
67421117B,229,2022-11-01,256.72,JPY,Bizum,9926.58,2022-11-01,21243.69,,,,,,,"",NO
27029841F,110,2023-05-30,1451.08,JPY,Retirada Efectivo,9186.48,2023-05-30,32880.83,,,,,,,"",NO
15190630Z,212,2022-07-31,9825.02,GBP,Tarjeta,9825.02,2022-07-31,21871.42,,,,,,,"",NO
89129495K,62,2024-02-20,1824.73,EUR,Retirada Efectivo,9808.68,2024-02-20,35481.58,,,,,,,"",NO
71055960K,390,2023-10-07,7439.19,JPY,Transferencia,9735.88,2023-10-07,69970.8,,,,,,,"",NO
75669740P,48,2024-02-18,-4026.53,USD,Bizum,8483.75,2024-02-18,47980.11,,,,,,,"",NO
77574957P,198,2023-03-10,1466.38,JPY,Tarjeta,9698.08,2023-03-10,44274.11,,,,,,,"",NO
98398623E,466,2024-12-28,5330.65,GBP,Bizum,9929.14,2024-12-28,67870.15,,,,,,,"",NO
68551904Y,14,2024-05-11,6108.65,EUR,Bizum,9083.26,2024-05-11,47801.96,,,,,,,"",NO
87761418L,379,2023-04-21,7493.43,MXN,Bizum,9464.39,2023-04-21,32505.84,,,,,,,"",NO
20808835G,52,2023-05-08,9082.34,EUR,Bizum,9419.18,2023-05-08,49999.9,,,,,,,"",NO
15190630Z,245,2023-09-06,4263.3,MXN,Tarjeta,8556.88,2023-09-06,21871.42,,,,,,,"",NO
33922669W,457,2024-04-10,2814.33,USD,Transferencia,8601.27,2024-04-10,42273.8,,,,,,,"",NO
94869331H,10,2025-11-20,8551.47,EUR,Retirada Efectivo,9907.67,2025-11-20,26177.63,Pablo,Del Castillo,Saiz,Av. del Jardín 9,1984-03-03,15161718X,Pablo Del Castillo Saiz,NO
86371152T,498,2022-11-18,8285.4,MXN,Tarjeta,9513.24,2022-11-18,31596.24,,,,,,,"",NO
88514507V,302,2024-04-27,6858.46,GBP,Transferencia,9454.16,2024-04-27,60156.94,,,,,,,"",NO
81953241J,65,2022-12-01,9605.38,MXN,Transferencia,9605.38,2022-12-01,43256.81,,,,,,,"",NO
12626328N,446,2024-06-23,9019.02,JPY,Tarjeta,9803.07,2024-06-23,64110.65,Ignacio,Molina,Vargas,Av. del Sur 5,1983-04-04,88990011R,Ignacio Molina Vargas,NO
75637771O,116,2022-08-16,6641.19,JPY,Retirada Efectivo,9685.91,2022-08-16,32331.16,,,,,,,"",NO
53666983I,208,2024-01-17,5921.46,MXN,Bizum,9948.43,2024-01-17,35228.61,,,,,,,"",NO
27307581P,295,2024-01-03,8364.85,MXN,Transferencia,9831.81,2024-01-03,50828.48,,,,,,,"",NO
52427147Z,440,2023-08-16,853.49,EUR,Tarjeta,9225.35,2023-08-16,57125.26,,,,,,,"",NO
91392338E,43,2024-04-03,-5675.55,EUR,Transferencia,9529.81,2024-04-03,-10345.5,,,,,,,"",NO
17070719G,401,2023-10-13,4645.88,MXN,Bizum,9298.71,2023-10-13,26593.31,,,,,,,"",NO
91903398I,351,2022-06-27,-3278.58,JPY,Bizum,9515.67,2022-06-27,17882.47,,,,,,,"",NO
45065378O,377,2025-06-01,-7131.49,GBP,Transferencia,9098.99,2025-06-01,37269.91,,,,,,,"",NO
74344108K,52,2022-07-04,192.2,MXN,Retirada Efectivo,9419.18,2022-07-04,70336.93,,,,,,,"",NO
87291434H,104,2023-05-13,7472.59,JPY,Tarjeta,9518.07,2023-05-13,121539.31,,,,,,,"",NO
34587632O,366,2022-02-26,-5096.54,USD,Transferencia,9860.64,2022-02-26,96837.69,,,,,,,"",NO
51966750P,300,2024-08-11,4756.88,USD,Tarjeta,9956.81,2024-08-11,27876.24,,,,,,,"",NO
77749295J,222,2024-08-07,-8466.51,GBP,Transferencia,9393.71,2024-08-07,45873.45,,,,,,,"",NO
29220293I,346,2023-08-16,2065.65,GBP,Retirada Efectivo,9048.63,2023-08-16,23653.21,,,,,,,"",NO
97664772K,389,2024-04-12,4397.63,GBP,Tarjeta,9612.63,2024-04-12,57400.76,,,,,,,"",NO
66878315D,297,2023-07-16,8686.17,USD,Transferencia,9779.74,2023-07-16,17445.19,,,,,,,"",NO
60768720V,422,2022-10-27,-8225.04,MXN,Bizum,9878.3,2022-10-27,60691.71,,,,,,,"",NO
22268287J,195,2023-10-14,5014.48,GBP,Bizum,9850.98,2023-10-14,24780.84,,,,,,,"",NO
72000519G,209,2025-09-05,4247.74,GBP,Tarjeta,9279.74,2025-09-05,45415.7,,,,,,,"",NO
92937383Y,150,2022-12-02,102.97,JPY,Transferencia,8799.41,2022-12-02,8102.24,,,,,,,"",NO
89050198I,74,2023-08-29,3257.62,GBP,Bizum,9988.53,2023-08-29,97077.73,,,,,,,"",NO
14694263J,214,2025-04-17,7337.29,USD,Tarjeta,8883.46,2025-04-17,62257.59,,,,,,,"",NO
55183741Y,90,2025-09-19,-9438.75,MXN,Bizum,9621.13,2025-09-19,49184.9,,,,,,,"",NO
95546117G,470,2025-05-08,-1958.75,EUR,Transferencia,9462.44,2025-05-08,35375.9,,,,,,,"",NO
69195001F,145,2023-05-20,-3586.45,EUR,Bizum,9962.58,2023-05-20,10592.73,,,,,,,"",NO
92803473M,338,2025-04-29,7574.75,JPY,Transferencia,8488.61,2025-04-29,106005.59,,,,,,,"",NO
65912819T,230,2022-04-14,7950.42,JPY,Retirada Efectivo,9982.76,2022-04-14,21688.43,,,,,,,"",NO
54188585W,103,2023-05-20,3508.26,GBP,Retirada Efectivo,9716.25,2023-05-20,83400.79,,,,,,,"",NO
47187112T,57,2024-08-23,4456.04,EUR,Retirada Efectivo,9655.15,2024-08-23,92591.83,,,,,,,"",NO
65377011G,196,2024-05-13,7047.1,GBP,Retirada Efectivo,8975.28,2024-05-13,47294.38,,,,,,,"",NO
67750110G,108,2025-09-14,3431.12,GBP,Tarjeta,9378.05,2025-09-14,88059.54,,,,,,,"",NO
64182663N,479,2023-04-12,1870.01,GBP,Retirada Efectivo,9846.78,2023-04-12,69439.03,,,,,,,"",NO
84866182V,289,2025-12-22,5204.55,MXN,Bizum,9932.87,2025-12-22,98611.34,,,,,,,"",NO
18899942V,133,2024-07-28,6040.08,JPY,Retirada Efectivo,8331.23,2024-07-28,68275.09,,,,,,,"",NO
64967407A,472,2024-01-09,9953.45,JPY,Tarjeta,9992.6,2024-01-09,38251.38,,,,,,,"",NO
50169037U,171,2025-05-27,2005.17,EUR,Retirada Efectivo,8548.83,2025-05-27,38480.16,,,,,,,"",NO
83420198X,179,2022-12-16,2878.53,USD,Transferencia,9900.83,2022-12-16,55271.34,Fernando,Crespo,Del Río,Av. del Norte 7,1990-05-05,13141516V,Fernando Crespo Del Río,NO
19634185O,77,2022-06-21,2975.57,USD,Bizum,9689.14,2024-01-25,83639.45,,,,,,,"",NO
14552919V,496,2025-10-05,6432.15,GBP,Tarjeta,9923.74,2025-10-05,28534.19,Nuria,Delgado,Romero,Calle del Sur 10,1987-02-02,20212223C,Nuria Delgado Romero,NO
38316477K,216,2025-06-28,-1821.07,GBP,Transferencia,9921.77,2025-06-28,56653.02,,,,,,,"",NO
52023477W,23,2023-02-08,8764.36,USD,Retirada Efectivo,8764.36,2023-02-08,29373.47,,,,,,,"",NO
38349917E,66,2022-06-25,5705.9,USD,Bizum,9974.75,2022-06-25,91860.76,,,,,,,"",NO
83296684N,263,2023-02-19,8609.49,EUR,Tarjeta,8763.0,2023-02-19,49934.99,,,,,,,"",NO
80589731N,155,2025-08-29,3577.97,USD,Tarjeta,9457.16,2025-08-29,51429.43,,,,,,,"",NO
43550091Y,353,2025-11-08,1328.92,USD,Transferencia,8518.12,2025-11-08,40719.89,,,,,,,"",NO
19639671X,464,2024-05-17,4472.02,JPY,Bizum,9888.28,2024-05-17,55071.38,,,,,,,"",NO
71055960K,421,2024-07-28,3730.39,GBP,Retirada Efectivo,9882.89,2024-07-28,69970.8,,,,,,,"",NO
64646912J,354,2023-01-28,7265.39,MXN,Tarjeta,8057.85,2023-01-28,53150.99,,,,,,,"",NO
34232908K,109,2022-07-31,-2308.84,JPY,Transferencia,9295.21,2022-07-31,97713.11,,,,,,,"",NO
75857720H,303,2022-03-22,-396.08,EUR,Transferencia,9668.6,2022-03-22,76114.6,,,,,,,"",NO
35135306O,41,2025-01-16,6052.1,MXN,Tarjeta,8819.45,2025-01-16,36938.96,,,,,,,"",NO
98398623E,314,2025-10-09,5049.29,USD,Transferencia,9535.86,2025-10-09,67870.15,,,,,,,"",NO
24789504G,282,2024-02-04,6144.02,GBP,Retirada Efectivo,9794.34,2024-02-04,50607.0,,,,,,,"",NO
31244736W,477,2025-08-05,5467.72,USD,Retirada Efectivo,7278.83,2025-08-05,54344.77,Marta,Navarro,Jiménez,Calle Real 9,1991-01-08,78901234G,Marta Navarro Jiménez,NO
71811704W,204,2024-06-22,5050.39,MXN,Transferencia,9657.67,2024-06-22,93947.96,,,,,,,"",NO
50664589V,302,2022-04-02,9454.16,GBP,Tarjeta,9454.16,2022-04-02,79584.97,,,,,,,"",NO
92937383Y,412,2022-08-21,-247.9,GBP,Bizum,8697.27,2022-08-21,8102.24,,,,,,,"",NO
57340126U,401,2024-12-23,997.4,USD,Retirada Efectivo,9298.71,2024-12-23,59015.32,,,,,,,"",NO
72219160B,476,2023-05-23,5270.77,EUR,Tarjeta,9237.6,2023-05-23,41211.13,,,,,,,"",NO
77749295J,105,2022-07-15,3872.23,GBP,Bizum,8231.69,2022-07-15,45873.45,,,,,,,"",NO
29586269U,259,2023-01-20,6431.69,GBP,Tarjeta,9735.04,2023-01-20,46611.1,,,,,,,"",NO
69520769T,135,2024-01-13,8728.88,JPY,Retirada Efectivo,9985.7,2024-01-13,117941.87,,,,,,,"",NO
52269811Z,161,2022-04-21,2731.52,JPY,Tarjeta,9819.64,2022-04-21,67625.77,,,,,,,"",NO
21755286J,281,2025-11-01,-9909.69,MXN,Bizum,8888.34,2025-11-01,7480.61,,,,,,,"",NO
10369978P,317,2025-10-20,-1186.89,MXN,Bizum,8945.75,2025-10-20,47882.81,Javier,Moreno,Castro,Av. Andalucía 3,2005-09-30,67890123F,Javier Moreno Castro,SI
45168663L,90,2023-06-16,-4091.04,USD,Bizum,9621.13,2023-06-16,80831.75,,,,,,,"",NO
82048373C,346,2022-05-08,5810.08,GBP,Transferencia,9048.63,2022-05-08,25704.74,,,,,,,"",NO
64036956H,189,2025-08-05,8689.05,USD,Retirada Efectivo,9276.16,2025-08-05,64918.47,,,,,,,"",NO
83296684N,396,2025-03-18,4435.09,USD,Tarjeta,9053.84,2025-03-18,49934.99,,,,,,,"",NO
74344108K,42,2025-07-10,-3205.47,USD,Bizum,9848.06,2025-07-10,70336.93,,,,,,,"",NO
78061456H,117,2024-12-31,1791.59,GBP,Bizum,9256.09,2024-12-31,39312.77,,,,,,,"",NO
73029890P,195,2024-09-03,9170.42,EUR,Retirada Efectivo,9850.98,2024-09-03,57940.26,,,,,,,"",NO
32039814E,362,2025-03-06,8888.82,EUR,Transferencia,9924.07,2025-03-06,94330.69,,,,,,,"",NO
95472002Y,449,2024-04-29,1849.66,USD,Tarjeta,9582.64,2024-04-29,59367.48,,,,,,,"",NO
75986142Y,191,2024-05-08,4600.26,GBP,Bizum,9530.16,2024-05-08,49409.5,,,,,,,"",NO
45065378O,48,2023-09-02,8483.75,GBP,Tarjeta,8483.75,2023-09-02,37269.91,,,,,,,"",NO
